prescription_id	component_id	bio_resource_id	barcode
TCMF53	TCMH228	NPO29401	ITSAM2218-14
TCMF53	TCMH2494	NPO11100	ITSAN1371-14
TCMF53	TCMH127	NPO31050	KJ765825
TCMF53	TCMH2202	NPO8187	ITSAM2867-14
TCMF53	TCMH1383	NPO14379	ITSAJ2861-14
TCMFx54	TCMH728	NPO29463	ITSAJ4146-14
TCMFx54	TCMH2722	NPO30935	ITSAF2620-14
TCMFx54	TCMH118	NPO24758	ITSAK3312-14
TCMFx54	TCMH118	NPO24758.1	ITSAK3312-14
TCMFx54	TCMH357	NPO5949	
TCMFx54	TCMH243	NPO19584	
TCMFx54	TCMH606	NPO23577	GBPOL314-13
TCMFx54	TCMH606	NPO30645	GBPOL314-13
TCMFx54	TCMH562	NPO16755	ITSAE3225-14
TCMFx54	TCMH1609	NPO21343	ITSAP481-14
TCMFx54	TCMH1219	NPO4784	
TCMFx54	TCMH2276	NPO23814	ITSAM4603-14
TCMFx54	TCMH1894	NPO19048	GBVT1123-13, GBVY1693-14
TCMFx55	TCMH421	NPO15462	ITSAF173-14
TCMFx55	TCMH2208	NPO31274	
TCMFx55	TCMH33	NPO13274	ITSAJ4138-14
TCMFx55	TCMH2265	NPO22796	GENG1049-15
TCMFx55	TCMH1514	NPO8859	
TCMFx55	TCMH1742	NPO31458	GQ255631
TCMFx55	TCMH1717	NPO2646	GBMA2112-09
TCMFx55	TCMH118	NPO24758	ITSAK3312-14
TCMFx55	TCMH118	NPO24758.1	ITSAK3312-14
TCMFx55	TCMH2295	NPO7977	
TCMFx55	TCMH1533	NPO25825	
TCMFx55	TCMH1533	NPO30603	
TCMFx55	TCMH1753	NPO15315	
TCMFx55	TCMH1508	NPO7730	MH522406
TCMFx55	TCMH249	NPO29756	KU879012
TCMFx56	TCMH451	NPO8101	ITSAH4578-14
TCMFx56	TCMH1423	NPO9261	ITSAJ4140-14
TCMFx56	TCMH2343	NPO4802	ITSAO4295-14
TCMFx56	TCMH2256	NPO19963	GENG778-14
TCMFx56	TCMH1513	NPO29741	
TCMFx56	TCMH2202	NPO8187	ITSAM2867-14
TCMFx56	TCMH2581	NPO30648	KC573871
TCMFx56	TCMH1966	NPO8101	ITSAH4578-14
TCMFx56	TCMH606	NPO23577	GBPOL314-13
TCMFx56	TCMH606	NPO30645	GBPOL314-13
TCMFx56	TCMH1963	NPO9148	
TCMFx56	TCMH819	NPO31520	ITSAL419-14
TCMFx56	TCMH695	NPO14112	ITSAM939-14
TCMFx57	TCMH49	NPO19620	GBVC4204-11, GBVC4202-11
TCMFx57	TCMH2556	NPO27260	MF096619
TCMFx57	TCMH1085	NPO29808	ITSAJ4293-14
TCMFx57	TCMH636	NPO7154	ITSAM892-14
TCMFx58	TCMH127	NPO31050	KJ765825
TCMFx58	TCMH381	NPO31050	KJ765825
TCMF59	TCMH2052	NPO5986.2	ITSAM943-14
TCMF59	TCMH407	NPO5743	ITSAH2408-14
TCMF59	TCMH2202	NPO8187	ITSAM2867-14
TCMFx60	TCMH761	NPO31458	GQ255631
TCMFx60	TCMH606	NPO23577	GBPOL314-13
TCMFx60	TCMH606	NPO30645	GBPOL314-13
TCMFx60	TCMH1513	NPO29741	
TCMFx60	TCMH2073	NPO14992	ITSAN1047-14
TCMFx60	TCMH2073	NPO56307	ITSAN1047-14
TCMFx60	TCMH104	NPO30226	ITSAH2416-14
TCMFx60	TCMH104	NPO9798	ITSAH2416-14
TCMF61	TCMH1437	NPO21072	ITSAL1461-14
TCMF61	TCMH1080	NPO29808	ITSAJ4293-14
TCMF61	TCMH628	NPO7154	ITSAM892-14
TCMFx62	TCMH189	NPO17946	
TCMFx62	TCMH189	NPO30195	
TCMFx62	TCMH2585	NPO6701	SDH069-14
TCMFx62	TCMH27	NPO3730	
TCMFx62	TCMH491	NPO6640	
TCMFx63	TCMH2328	NPO30998	
TCMFx63	TCMH547	NPO30170	
TCMFx63	TCMH905	NPO8416	GBVX6435-15, GBVX5995-15
TCMFx63	TCMH2342	NPO11856	
TCMFx63	TCMH363	NPO20881	ITSAJ4685-14
TCMFx63	TCMH183	NPO17191	GBVK4926-11
TCMFx64	TCMH421	NPO15462	ITSAF173-14
TCMFx64	TCMH1533	NPO25825	
TCMFx64	TCMH1533	NPO30603	
TCMFx64	TCMH451	NPO8101	ITSAH4578-14
TCMFx64	TCMH1508	NPO7730	MH522406
TCMFx64	TCMH2073	NPO14992	ITSAN1047-14
TCMFx64	TCMH2073	NPO56307	ITSAN1047-14
TCMFx64	TCMH628	NPO7154	ITSAM892-14
TCMFx64	TCMH2265	NPO22796	GENG1049-15
TCMFx64	TCMH258	NPO19352.1	GBVX7902-15
TCMFx64	TCMH258	NPO19352	GBVX7902-15
TCMFx64	TCMH258	NPO50741	GBVX7902-15
TCMFx64	TCMH1753	NPO15315	
TCMFx64	TCMH2581	NPO30648	KC573871
TCMFx64	TCMH305	NPO22033	ITSAP4207-14
TCMFx64	TCMH289	NPO2775	ITSAF2788-14
TCMFx64	TCMH2334	NPO17206	ITSAC1509-14
TCMFx64	TCMH865	NPO18311	ITSAI2447-14
TCMFx64	TCMH2044	NPO29935	ITSAJ4578-14
TCMF65	TCMH1007	NPO30489	GQ434559
TCMF65	TCMH1029	NPO11045	ITSAJ4469-14
TCMF65	TCMH130	NPO19048	GBVT1123-13, GBVY1693-14
TCMF65	TCMH120	NPO20902	ITSAN4430-14
TCMF65	TCMH2090	NPO22309	
TCMF65	TCMH407	NPO5743	ITSAH2408-14
TCMF65	TCMH421	NPO15462	ITSAF173-14
TCMF65	TCMH104	NPO30226	ITSAH2416-14
TCMF65	TCMH104	NPO9798	ITSAH2416-14
TCMF65	TCMH606	NPO23577	GBPOL314-13
TCMF65	TCMH606	NPO30645	GBPOL314-13
TCMF65	TCMH1518	NPO26327	GBVJ2053-11, GBVJ2052-11
TCMF65	TCMH2630	NPO7317.2	ITSAA1279-14
TCMF65	TCMH2630	NPO7317	ITSAA1279-14
TCMF65	TCMH2630	NPO7317.1	ITSAA1279-14
TCMF65	TCMH1803	NPO11820	ITSAD521-14
TCMF65	TCMH1920	NPO8666	ITSAI4409-14
TCMF65	TCMH118	NPO24758	ITSAK3312-14
TCMF65	TCMH118	NPO24758.1	ITSAK3312-14
TCMF66	TCMH1080	NPO29808	ITSAJ4293-14
TCMF66	TCMH188	NPO31056	HM595443
TCMF66	TCMH628	NPO7154	ITSAM892-14
TCMF66	TCMH1678	NPO5812	
TCMF66	TCMH183	NPO17191	GBVK4926-11
TCMF66	TCMH142	NPO357	
TCMF66	TCMH827	NPO26650.1	
TCMF66	TCMH827	NPO26650	
TCMF66	TCMH2192	NPO28679	ITSAN1052-14
TCMF67	TCMH1870	NPO30734	
TCMF67	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF67	TCMH2641	NPO52183	ITSAJ4473-14
TCMF67	TCMH2641	NPO9518	ITSAJ4473-14
TCMF67	TCMH1965	NPO28024	ITSAJ4687-14
TCMF67	TCMH188	NPO31056	HM595443
TCMF67	TCMH2343	NPO4802	ITSAO4295-14
TCMF67	TCMH562	NPO16755	ITSAE3225-14
TCMF67	TCMH628	NPO7154	ITSAM892-14
TCMF67	TCMH1272	NPO21387	ITSAJ4444-14
TCMF67	TCMH986	NPO28877	ITSAP4211-14
TCMF67	TCMH1562	NPO10449	ITSAI1776-14
TCMF67	TCMH2086	NPO21707	ITSAO4359-14
TCMF67	TCMH1080	NPO29808	ITSAJ4293-14
TCMF68	TCMH1870	NPO30734	
TCMF68	TCMH1080	NPO29808	ITSAJ4293-14
TCMF68	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF68	TCMH2641	NPO52183	ITSAJ4473-14
TCMF68	TCMH2641	NPO9518	ITSAJ4473-14
TCMF68	TCMH1683	NPO4307	ITSAM870-14
TCMF68	TCMH1423	NPO9261	ITSAJ4140-14
TCMF68	TCMH2624	NPO26741	GBVA3255-11, GBVU1201-13
TCMF68	TCMH104	NPO30226	ITSAH2416-14
TCMF68	TCMH104	NPO9798	ITSAH2416-14
TCMF68	TCMH628	NPO7154	ITSAM892-14
TCMF68	TCMH1999	NPO17393	GBMA0080-06
TCMF68	TCMH1814	NPO27572	
TCMF68	TCMH1513	NPO29741	
TCMF68	TCMH1102	NPO10008	ITSAP1073-14
TCMF68	TCMH2343	NPO4802	ITSAO4295-14
TCMF68	TCMH451	NPO8101	ITSAH4578-14
TCMF68	TCMH2596	NPO12556	
TCMF68	TCMH183	NPO17191	GBVK4926-11
TCMFx69	TCMH986	NPO28877	ITSAP4211-14
TCMFx69	TCMH1080	NPO29808	ITSAJ4293-14
TCMFx69	TCMH1607	NPO26346	
TCMFx69	TCMH2618	NPO7317.2	ITSAA1279-14
TCMFx69	TCMH2618	NPO7317	ITSAA1279-14
TCMFx69	TCMH2618	NPO7317.1	ITSAA1279-14
TCMFx69	TCMH2265	NPO22796	GENG1049-15
TCMFx69	TCMH2721	NPO30935	ITSAF2620-14
TCMFx69	TCMH189	NPO17946	
TCMFx69	TCMH189	NPO30195	
TCMFx69	TCMH1797	NPO28265.1	ITSAL1073-14
TCMFx69	TCMH1797	NPO10590.1	ITSAL1073-14
TCMFx69	TCMH1797	NPO28265	ITSAL1073-14
TCMFx69	TCMH1797	NPO51539	ITSAL1073-14
TCMFx69	TCMH2725	NPO22580	
TCMFx69	TCMH249	NPO29756	KU879012
TCMFx70	TCMH451	NPO8101	ITSAH4578-14
TCMFx70	TCMH2343	NPO4802	ITSAO4295-14
TCMFx70	TCMH986	NPO28877	ITSAP4211-14
TCMFx70	TCMH1423	NPO9261	ITSAJ4140-14
TCMFx70	TCMH1272	NPO21387	ITSAJ4444-14
TCMFx71	TCMH1997	NPO17393	GBMA0080-06
TCMFx71	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMFx71	TCMH2641	NPO52183	ITSAJ4473-14
TCMFx71	TCMH2641	NPO9518	ITSAJ4473-14
TCMFx71	TCMH127	NPO31050	KJ765825
TCMFx71	TCMH1127	NPO1515	ITSAI3881-14
TCMFx72	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMFx72	TCMH2641	NPO52183	ITSAJ4473-14
TCMFx72	TCMH2641	NPO9518	ITSAJ4473-14
TCMFx72	TCMH1997	NPO17393	GBMA0080-06
TCMFx72	TCMH127	NPO31050	KJ765825
TCMFx72	TCMH1127	NPO1515	ITSAI3881-14
TCMF73	TCMH1721	NPO29141	GBVE1679-11
TCMF73	TCMH1721	NPO41246	GBVE1679-11
TCMF73	TCMH1721	NPO41733	GBVE1679-11
TCMF73	TCMH981	NPO24846	ITSAK2981-14
TCMF73	TCMH120	NPO20902	ITSAN4430-14
TCMF73	TCMH211	NPO16087	ITSAN4439-14
TCMF73	TCMH211	NPO57292	ITSAN4439-14
TCMF73	TCMH1423	NPO9261	ITSAJ4140-14
TCMF73	TCMH2445	NPO30811	KU174619
TCMF73	TCMH2202	NPO8187	ITSAM2867-14
TCMF73	TCMH421	NPO15462	ITSAF173-14
TCMF73	TCMH949	NPO24476.1	ITSAM1586-14
TCMF73	TCMH949	NPO24476	ITSAM1586-14
TCMF73	TCMH677	NPO30303	ITSAJ4206-14
TCMF73	TCMH1695	NPO27662	
TCMF73	TCMH243	NPO19584	
TCMF73	TCMH1307	NPO11035	
TCMF73	TCMH1906	NPO15890	
TCMF73	TCMH1906	NPO31564	
TCMF73	TCMH628	NPO7154	ITSAM892-14
TCMFx74	TCMH986	NPO28877	ITSAP4211-14
TCMFx74	TCMH708	NPO21707	ITSAO4359-14
TCMFx74	TCMH130	NPO19048	GBVT1123-13, GBVY1693-14
TCMFx74	TCMH404	NPO23372	
TCMFx74	TCMH243	NPO19584	
TCMFx74	TCMH1219	NPO4784	
TCMFx74	TCMH2630	NPO7317.2	ITSAA1279-14
TCMFx74	TCMH2630	NPO7317	ITSAA1279-14
TCMFx74	TCMH2630	NPO7317.1	ITSAA1279-14
TCMFx74	TCMH606	NPO23577	GBPOL314-13
TCMFx74	TCMH606	NPO30645	GBPOL314-13
TCMF75	TCMH363	NPO20881	ITSAJ4685-14
TCMF75	TCMH986	NPO28877	ITSAP4211-14
TCMF75	TCMH2630	NPO7317.2	ITSAA1279-14
TCMF75	TCMH2630	NPO7317	ITSAA1279-14
TCMF75	TCMH2630	NPO7317.1	ITSAA1279-14
TCMF75	TCMH628	NPO7154	ITSAM892-14
TCMF76	TCMH1127	NPO1515	ITSAI3881-14
TCMF76	TCMH2343	NPO4802	ITSAO4295-14
TCMF76	TCMH451	NPO8101	ITSAH4578-14
TCMF76	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF76	TCMH2641	NPO52183	ITSAJ4473-14
TCMF76	TCMH2641	NPO9518	ITSAJ4473-14
TCMF76	TCMH2083	NPO25302	ITSAJ4283-14
TCMF76	TCMH2083	NPO30786	ITSAJ4283-14
TCMF76	TCMH986	NPO28877	ITSAP4211-14
TCMF76	TCMH1317	NPO10429	ITSAP4208-14
TCMF76	TCMH127	NPO31050	KJ765825
TCMF76	TCMH2624	NPO26741	GBVA3255-11, GBVU1201-13
TCMF76	TCMH1423	NPO9261	ITSAJ4140-14
TCMFx77	TCMH90	NPO23628.1	ITSAP888-14
TCMFx77	TCMH90	NPO23628	ITSAP888-14
TCMFx77	TCMH388	NPO5986.3	ITSAM869-14
TCMFx77	TCMH388	NPO50707	ITSAM869-14
TCMFx77	TCMH388	NPO5986	ITSAM869-14
TCMFx77	TCMH388	NPO5986.1	ITSAM869-14
TCMFx77	TCMH388	NPO5986.2	ITSAM869-14
TCMFx77	TCMH1181	NPO30745	KX675020
TCMFx77	TCMH2119	NPO30570	
TCMFx77	TCMH628	NPO7154	ITSAM892-14
TCMF78	TCMH2117	NPO11097	ITSAB3973-14
TCMF78	TCMH6	NPO28777	
TCMF78	TCMH2545	NPO1436	ITSAJ4504-14
TCMF78	TCMH1141	NPO8789	ITSAL858-14
TCMF78	TCMH2624	NPO26741	GBVA3255-11, GBVU1201-13
TCMF78	TCMH1656	NPO15394	ITSAN4164-14
TCMF78	TCMH1656	NPO31058	ITSAN4164-14
TCMF78	TCMH128	NPO1191	GBVX1897-13
TCMF78	TCMH605	NPO26698	
TCMF78	TCMH605	NPO30946	
TCMF79	TCMH381	NPO31050	KJ765825
TCMF79	TCMH1272	NPO21387	ITSAJ4444-14
TCMF79	TCMH2343	NPO4802	ITSAO4295-14
TCMF79	TCMH2086	NPO21707	ITSAO4359-14
TCMF79	TCMH1080	NPO29808	ITSAJ4293-14
TCMF79	TCMH1562	NPO10449	ITSAI1776-14
TCMF79	TCMH1665	NPO30526	JF755946
TCMF79	TCMH562	NPO16755	ITSAE3225-14
TCMF79	TCMH677	NPO30303	ITSAJ4206-14
TCMF79	TCMH228	NPO29401	ITSAM2218-14
TCMF79	TCMH986	NPO28877	ITSAP4211-14
TCMF79	TCMH118	NPO24758	ITSAK3312-14
TCMF79	TCMH118	NPO24758.1	ITSAK3312-14
TCMF79	TCMH305	NPO22033	ITSAP4207-14
TCMF79	TCMH258	NPO19352.1	GBVX7902-15
TCMF79	TCMH258	NPO19352	GBVX7902-15
TCMF79	TCMH258	NPO50741	GBVX7902-15
TCMF79	TCMH628	NPO7154	ITSAM892-14
TCMF79	TCMH420	NPO13056	GBVY2724-14, GBVT2442-13
TCMFx80	TCMH165	NPO24560	ITSAB3015-14
TCMFx80	TCMH456	NPO23298	
TCMFx80	TCMH1709	NPO30810	
TCMFx80	TCMH2112	NPO15634	
TCMFx80	TCMH58	NPO30602	GBVT1136-13, GBVA2048-11
TCMFx80	TCMH1588	NPO15077	ITSAJ4612-14
TCMFx80	TCMH2348	NPO2685	
TCMFx80	TCMH305	NPO22033	ITSAP4207-14
TCMFx80	TCMH2343	NPO4802	ITSAO4295-14
TCMFx80	TCMH677	NPO30303	ITSAJ4206-14
TCMFx80	TCMH700	NPO24093	GBVM3977-11
TCMFx80	TCMH2532	NPO25209	ITSAF2298-14
TCMFx80	TCMH2618	NPO7317.2	ITSAA1279-14
TCMFx80	TCMH2618	NPO7317	ITSAA1279-14
TCMFx80	TCMH2618	NPO7317.1	ITSAA1279-14
TCMFx80	TCMH1721	NPO29141	GBVE1679-11
TCMFx80	TCMH1721	NPO41246	GBVE1679-11
TCMFx80	TCMH1721	NPO41733	GBVE1679-11
TCMFx80	TCMH1423	NPO9261	ITSAJ4140-14
TCMFx80	TCMH972	NPO5649.1	ITSAO4469-14
TCMFx80	TCMH972	NPO5649	ITSAO4469-14
TCMFx80	TCMH451	NPO8101	ITSAH4578-14
TCMFx80	TCMH552	NPO2172	
TCMFx80	TCMH1848	NPO12011.1	ITSAH1684-14
TCMFx80	TCMH1848	NPO12011	ITSAH1684-14
TCMFx80	TCMH1716	NPO14573	
TCMFx80	TCMH183	NPO17191	GBVK4926-11
TCMFx80	TCMH1199	NPO31136	GENG109-13
TCMFx80	TCMH1508	NPO7730	MH522406
TCMFx80	TCMH407	NPO5743	ITSAH2408-14
TCMFx80	TCMH258	NPO19352.1	GBVX7902-15
TCMFx80	TCMH258	NPO19352	GBVX7902-15
TCMFx80	TCMH258	NPO50741	GBVX7902-15
TCMFx80	TCMH1791	NPO3186	
TCMFx80	TCMH2265	NPO22796	GENG1049-15
TCMFx80	TCMH941	NPO20846	ITSAN2377-14
TCMFx80	TCMH249	NPO29756	KU879012
TCMFx80	TCMH25	NPO11291	CRCZ1380-16, CRCZ1353-16
TCMFx80	TCMH120	NPO20902	ITSAN4430-14
TCMFx81	TCMH305	NPO22033	ITSAP4207-14
TCMFx81	TCMH188	NPO31056	HM595443
TCMFx81	TCMH118	NPO24758	ITSAK3312-14
TCMFx81	TCMH118	NPO24758.1	ITSAK3312-14
TCMFx82	TCMH2494	NPO11100	ITSAN1371-14
TCMFx82	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMFx82	TCMH2641	NPO52183	ITSAJ4473-14
TCMFx82	TCMH2641	NPO9518	ITSAJ4473-14
TCMFx82	TCMH890	NPO15826	ITSAM1591-14
TCMFx82	TCMH565	NPO12773	ITSAG893-14
TCMF83	TCMH986	NPO28877	ITSAP4211-14
TCMF83	TCMH404	NPO23372	
TCMF83	TCMH243	NPO19584	
TCMF83	TCMH2618	NPO7317.2	ITSAA1279-14
TCMF83	TCMH2618	NPO7317	ITSAA1279-14
TCMF83	TCMH2618	NPO7317.1	ITSAA1279-14
TCMF83	TCMH1080	NPO29808	ITSAJ4293-14
TCMF83	TCMH1240	NPO7539	ITSAD4259-14
TCMF83	TCMH628	NPO7154	ITSAM892-14
TCMF83	TCMH1219	NPO4784	
TCMF83	TCMH273	NPO1279	ITSAP3764-14
TCMF83	TCMH552	NPO2172	
TCMF83	TCMH606	NPO23577	GBPOL314-13
TCMF83	TCMH606	NPO30645	GBPOL314-13
TCMF83	TCMH1486	NPO18176	ITSAM882-14
TCMF83	TCMH108	NPO6473.1	ITSAL875-14
TCMF83	TCMH108	NPO8650.3	ITSAL875-14
TCMF83	TCMH108	NPO8650	ITSAL875-14
TCMF83	TCMH108	NPO8650.1	ITSAL875-14
TCMF83	TCMH108	NPO8650.2	ITSAL875-14
TCMF83	TCMH1483	NPO523	ITSAH4326-14
TCMF84	TCMH986	NPO28877	ITSAP4211-14
TCMF84	TCMH2624	NPO26741	GBVA3255-11, GBVU1201-13
TCMF84	TCMH949	NPO24476.1	ITSAM1586-14
TCMF84	TCMH949	NPO24476	ITSAM1586-14
TCMF84	TCMH1080	NPO29808	ITSAJ4293-14
TCMF84	TCMH2086	NPO21707	ITSAO4359-14
TCMF84	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF84	TCMH2641	NPO52183	ITSAJ4473-14
TCMF84	TCMH2641	NPO9518	ITSAJ4473-14
TCMF84	TCMH2596	NPO12556	
TCMF84	TCMH1215	NPO19231	ITSAM449-14
TCMF84	TCMH1656	NPO15394	ITSAN4164-14
TCMF84	TCMH1656	NPO31058	ITSAN4164-14
TCMF84	TCMH363	NPO20881	ITSAJ4685-14
TCMFx85	TCMH1398	NPO18176	ITSAM882-14
TCMFx85	TCMH456	NPO23298	
TCMFx85	TCMH1562	NPO10449	ITSAI1776-14
TCMFx85	TCMH2117	NPO11097	ITSAB3973-14
TCMFx85	TCMH1716	NPO14573	
TCMFx85	TCMH1219	NPO4784	
TCMFx85	TCMH1294	NPO2831	
TCMF86	TCMH120	NPO20902	ITSAN4430-14
TCMF86	TCMH1307	NPO11035	
TCMF86	TCMH243	NPO19584	
TCMF86	TCMH606	NPO23577	GBPOL314-13
TCMF86	TCMH606	NPO30645	GBPOL314-13
TCMF86	TCMH1803	NPO11820	ITSAD521-14
TCMF86	TCMH1695	NPO27662	
TCMF86	TCMH890	NPO15826	ITSAM1591-14
TCMF86	TCMH1430	NPO22132	ITSAI3101-14
TCMF86	TCMH1430	NPO9299.1	ITSAI3101-14
TCMF86	TCMH1430	NPO9299.2	ITSAI3101-14
TCMF86	TCMH1430	NPO9299.3	ITSAI3101-14
TCMF86	TCMH628	NPO7154	ITSAM892-14
TCMF86	TCMH182	NPO29649	ITSAA732-14
TCMF86	TCMH182	NPO3912	ITSAA732-14
TCMF86	TCMH2618	NPO7317.2	ITSAA1279-14
TCMF86	TCMH2618	NPO7317	ITSAA1279-14
TCMF86	TCMH2618	NPO7317.1	ITSAA1279-14
TCMF86	TCMH2630	NPO7317.2	ITSAA1279-14
TCMF86	TCMH2630	NPO7317	ITSAA1279-14
TCMF86	TCMH2630	NPO7317.1	ITSAA1279-14
TCMF86	TCMH1848	NPO12011.1	ITSAH1684-14
TCMF86	TCMH1848	NPO12011	ITSAH1684-14
TCMF87	TCMH972	NPO5649.1	ITSAO4469-14
TCMF87	TCMH972	NPO5649	ITSAO4469-14
TCMF87	TCMH1080	NPO29808	ITSAJ4293-14
TCMF87	TCMH628	NPO7154	ITSAM892-14
TCMF87	TCMH2624	NPO26741	GBVA3255-11, GBVU1201-13
TCMF87	TCMH2343	NPO4802	ITSAO4295-14
TCMF87	TCMH451	NPO8101	ITSAH4578-14
TCMF87	TCMH1513	NPO29741	
TCMF87	TCMH2086	NPO21707	ITSAO4359-14
TCMF87	TCMH1272	NPO21387	ITSAJ4444-14
TCMF87	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF87	TCMH2641	NPO52183	ITSAJ4473-14
TCMF87	TCMH2641	NPO9518	ITSAJ4473-14
TCMF87	TCMH949	NPO24476.1	ITSAM1586-14
TCMF87	TCMH949	NPO24476	ITSAM1586-14
TCMF87	TCMH986	NPO28877	ITSAP4211-14
TCMF87	TCMH258	NPO19352.1	GBVX7902-15
TCMF87	TCMH258	NPO19352	GBVX7902-15
TCMF87	TCMH258	NPO50741	GBVX7902-15
TCMF88	TCMH972	NPO5649.1	ITSAO4469-14
TCMF88	TCMH972	NPO5649	ITSAO4469-14
TCMF88	TCMH1080	NPO29808	ITSAJ4293-14
TCMF88	TCMH628	NPO7154	ITSAM892-14
TCMF88	TCMH2624	NPO26741	GBVA3255-11, GBVU1201-13
TCMF88	TCMH2343	NPO4802	ITSAO4295-14
TCMF88	TCMH451	NPO8101	ITSAH4578-14
TCMF88	TCMH1513	NPO29741	
TCMF88	TCMH1272	NPO21387	ITSAJ4444-14
TCMF88	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF88	TCMH2641	NPO52183	ITSAJ4473-14
TCMF88	TCMH2641	NPO9518	ITSAJ4473-14
TCMF88	TCMH949	NPO24476.1	ITSAM1586-14
TCMF88	TCMH949	NPO24476	ITSAM1586-14
TCMF88	TCMH986	NPO28877	ITSAP4211-14
TCMF88	TCMH258	NPO19352.1	GBVX7902-15
TCMF88	TCMH258	NPO19352	GBVX7902-15
TCMF88	TCMH258	NPO50741	GBVX7902-15
TCMFx89	TCMH986	NPO28877	ITSAP4211-14
TCMFx89	TCMH941	NPO20846	ITSAN2377-14
TCMFx89	TCMH1588	NPO15077	ITSAJ4612-14
TCMFx89	TCMH2244	NPO17494	ITSAH2424-14
TCMFx89	TCMH421	NPO15462	ITSAF173-14
TCMFx89	TCMH451	NPO8101	ITSAH4578-14
TCMFx89	TCMH2013	NPO7494	GBAN0017-06
TCMFx89	TCMH1199	NPO31136	GENG109-13
TCMFx89	TCMH407	NPO5743	ITSAH2408-14
TCMFx89	TCMH695	NPO14112	ITSAM939-14
TCMFx89	TCMH456	NPO23298	
TCMFx90	TCMH986	NPO28877	ITSAP4211-14
TCMFx90	TCMH941	NPO20846	ITSAN2377-14
TCMFx90	TCMH1588	NPO15077	ITSAJ4612-14
TCMFx90	TCMH451	NPO8101	ITSAH4578-14
TCMFx90	TCMH2013	NPO7494	GBAN0017-06
TCMFx90	TCMH1199	NPO31136	GENG109-13
TCMFx90	TCMH2244	NPO17494	ITSAH2424-14
TCMFx90	TCMH421	NPO15462	ITSAF173-14
TCMFx90	TCMH407	NPO5743	ITSAH2408-14
TCMFx90	TCMH695	NPO14112	ITSAM939-14
TCMFx90	TCMH456	NPO23298	
TCMFx91	TCMH986	NPO28877	ITSAP4211-14
TCMFx91	TCMH941	NPO20846	ITSAN2377-14
TCMFx91	TCMH1588	NPO15077	ITSAJ4612-14
TCMFx91	TCMH451	NPO8101	ITSAH4578-14
TCMFx91	TCMH2013	NPO7494	GBAN0017-06
TCMFx91	TCMH1199	NPO31136	GENG109-13
TCMFx91	TCMH2244	NPO17494	ITSAH2424-14
TCMFx91	TCMH421	NPO15462	ITSAF173-14
TCMFx91	TCMH407	NPO5743	ITSAH2408-14
TCMFx91	TCMH695	NPO14112	ITSAM939-14
TCMFx91	TCMH456	NPO23298	
TCMF92	TCMH298	NPO3578	ITSAO3492-14
TCMF92	TCMH1423	NPO9261	ITSAJ4140-14
TCMF92	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF92	TCMH2641	NPO52183	ITSAJ4473-14
TCMF92	TCMH2641	NPO9518	ITSAJ4473-14
TCMF93	TCMH298	NPO3578	ITSAO3492-14
TCMF93	TCMH1423	NPO9261	ITSAJ4140-14
TCMF93	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF93	TCMH2641	NPO52183	ITSAJ4473-14
TCMF93	TCMH2641	NPO9518	ITSAJ4473-14
TCMFx94	TCMH2244	NPO17494	ITSAH2424-14
TCMFx94	TCMH1177	NPO20116	ITSAN835-14
TCMFx94	TCMH565	NPO12773	ITSAG893-14
TCMFx94	TCMH2134	NPO7132	CPBOL4081-11
TCMFx94	TCMH421	NPO15462	ITSAF173-14
TCMFx94	TCMH1597	NPO18340	ITSAM2109-14
TCMFx94	TCMH981	NPO24846	ITSAK2981-14
TCMFx94	TCMH2486	NPO12126.1	
TCMFx94	TCMH407	NPO5743	ITSAH2408-14
TCMFx94	TCMH289	NPO2775	ITSAF2788-14
TCMFx95	TCMH440	NPO4014	ITSAM3906-14
TCMFx96	TCMH544	NPO12870	ITSAN2146-14
TCMFx96	TCMH2596	NPO12556	
TCMFx96	TCMH2581	NPO30648	KC573871
TCMF97	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF97	TCMH2641	NPO52183	ITSAJ4473-14
TCMF97	TCMH2641	NPO9518	ITSAJ4473-14
TCMF97	TCMH1597	NPO18340	ITSAM2109-14
TCMF97	TCMH1503	NPO20295	ITSAP4516-14
TCMF97	TCMH62	NPO1475.2	ITSAO2415-14
TCMF97	TCMH62	NPO1475	ITSAO2415-14
TCMF97	TCMH62	NPO1475.1	ITSAO2415-14
TCMF97	TCMH1466	NPO1524	ITSAJ4480-14
TCMF97	TCMH2473	NPO23548	ITSAN1807-14
TCMF97	TCMH2554	NPO27260	MF096619
TCMFx98	TCMH71	NPO15479	ITSAI3173-14
TCMFx98	TCMH2370	NPO7952	GENG821-14, GBVS1147-13
TCMFx99	TCMH2328	NPO30998	
